,happs,rank,stdDev,word
8159,5.54,4620,1.28,panel
8160,5.54,4621,1.13,particular
8161,5.54,4622,1.15,person
8162,5.54,4623,1.13,posted
8163,5.54,4624,1.33,ppl
8164,5.54,4625,1.03,prompted
8165,5.54,4626,1.3,properties
8166,5.54,4627,1.82,quarterback
8167,5.54,4628,1.09,rating
8168,5.54,4629,1.25,rearrange
8169,5.54,4630,1.47,reason
8170,5.54,4631,1.11,regions
8171,5.54,4632,1.34,reminder
8172,5.54,4633,1.31,rims
8173,5.54,4634,1.15,ross
8174,5.54,4635,0.95,round
8175,5.54,4636,0.99,say
8176,5.54,4637,0.86,signs
8177,5.54,4638,1.31,simpson
8178,5.54,4639,1.23,sources
8179,5.54,4640,1.91,sponsored
8180,5.54,4641,1.18,stephen
8181,5.54,4642,1.2,suggesting
8182,5.54,4643,1.34,suzanne
8183,5.54,4644,1.23,texas
8184,5.54,4645,1.39,thursdays
8185,5.54,4646,1.13,timeline
8186,5.54,4647,1.42,tools
8187,5.54,4648,1.27,trio
8188,5.54,4649,1.72,yale
8189,5.53,4650,1.44,abstract
8190,5.53,4651,1.16,accordance
8191,5.53,4652,1.5,fellas
8192,5.53,4653,1.43,lean
8193,5.53,4654,1.44,outward
8194,5.53,4655,0.94,particle
8195,5.53,4656,1.39,pipe
8196,5.53,4657,1.46,rely
8197,5.53,4658,1.23,sheet
8198,5.53,4659,1.29,sole
8199,5.53,4660,1.49,whatcha
8200,5.52,4661,1.5,arrow
8201,5.52,4662,2.06,blazing
8202,5.52,4663,1.24,wherever
8203,5.52,4664,1.58,aimed
8204,5.52,4665,1.18,alice
8205,5.52,4666,0.95,alicia
8206,5.52,4667,1.4,amendment
8207,5.52,4668,1.31,amy
8208,5.52,4669,1.84,appointment
8209,5.52,4670,1.43,archive
8210,5.52,4671,1.4,article
8211,5.52,4672,1.34,beth
8212,5.52,4673,1.11,beverly
8213,5.52,4674,1.82,beyonce
8214,5.52,4675,1.09,bottles
8215,5.52,4676,1.22,boxes
8216,5.52,4677,1.15,branch
8217,5.52,4678,1.36,carol
8218,5.52,4679,1.23,categories
8219,5.52,4680,1.78,class
8220,5.52,4681,1.61,coaches
8221,5.52,4682,1.37,compounds
8222,5.52,4683,1.28,could
8223,5.52,4684,1.3,cube
8224,5.52,4685,1.18,demonstrate
8225,5.52,4686,1.13,edition
8226,5.52,4687,1.37,employers
8227,5.52,4688,1.13,episodes
8228,5.52,4689,1.09,eva
8229,5.52,4690,1.55,exceptions
8230,5.52,4691,1.18,extension
8231,5.52,4692,1.27,filled
8232,5.52,4693,1.47,findings
8233,5.52,4694,1.25,graphic
8234,5.52,4695,1.31,headline
8235,5.52,4696,1.16,horizontal
8236,5.52,4697,1.01,jefferson
8237,5.52,4698,1.36,jets
8238,5.52,4699,1.43,jose
8239,5.52,4700,1.37,josh
8240,5.52,4701,1.62,journalism
8241,5.52,4702,1.43,monica
8242,5.52,4703,1.23,montgomery
8243,5.52,4704,1.15,nbc
8244,5.52,4705,1.22,north
8245,5.52,4706,1.25,outer
8246,5.52,4707,1.39,papi
8247,5.52,4708,1.03,parker
8248,5.52,4709,1.22,patrick
8249,5.52,4710,1.83,peas
8250,5.52,4711,1.43,plains
8251,5.52,4712,1.34,pm
8252,5.52,4713,1.28,positions
8253,5.52,4714,1.09,posting
8254,5.52,4715,1.46,ray
8255,5.52,4716,0.99,reaction
8256,5.52,4717,1.11,reference
8257,5.52,4718,1.07,reflected
8258,5.52,4719,1.15,remain
8259,5.52,4720,1.28,reserves
8260,5.52,4721,1.33,rockefeller
8261,5.52,4722,1.15,room
8262,5.52,4723,1.71,russian
8263,5.52,4724,0.99,ryan
8264,5.52,4725,1.76,sara
8265,5.52,4726,1.2,she's
8266,5.52,4727,1.36,subjective
8267,5.52,4728,1.23,suggest
8268,5.52,4729,1.62,summit
8269,5.52,4730,1.52,synagogue
8270,5.52,4731,1.23,taylor
8271,5.52,4732,1.27,throughout
8272,5.52,4733,1.18,tony
8273,5.52,4734,1.42,traded
8274,5.52,4735,1.33,trailer
8275,5.52,4736,1.84,twitters
8276,5.52,4737,1.73,u
8277,5.52,4738,0.97,url
8278,5.52,4739,1.5,usage
8279,5.52,4740,1.2,vet
8280,5.52,4741,1.59,vikings
8281,5.52,4742,1.75,whispers
8282,5.52,4743,1.45,beso
8283,5.52,4744,1.57,respiratory
8284,5.51,4745,1.2,fills
8285,5.51,4746,1.16,behaviors
8286,5.51,4747,1.54,breed
8287,5.51,4748,1.08,layin
8288,5.51,4749,1.6,maze
8289,5.51,4750,1.29,measurement
8290,5.51,4751,1.34,occurrence
8291,5.51,4752,2.01,priests
8292,5.51,4753,1.43,receptor
8293,5.51,4754,1.26,slope
8294,5.51,4755,1.02,tener
8295,5.51,4756,1.73,thong
8296,5.5,4757,0.95,account
8297,5.5,4758,0.95,adds
8298,5.5,4759,1.38,anglo
8299,5.5,4760,1.33,application
8300,5.5,4761,1.02,arm
8301,5.5,4762,1.22,atoms
8302,5.5,4763,1.07,austin
8303,5.5,4764,1.27,behavior
8304,5.5,4765,1.43,beyond
8305,5.5,4766,1.3,bloggers
8306,5.5,4767,1.43,bow
8307,5.5,4768,1.28,brief
8308,5.5,4769,1.59,buffalo
8309,5.5,4770,1.42,capacity
8310,5.5,4771,1.18,chairwoman
8311,5.5,4772,0.84,channel
8312,5.5,4773,0.97,charlotte
8313,5.5,4774,1.3,christine
8314,5.5,4775,1.33,clay
8315,5.5,4776,1.05,consumer
8316,5.5,4777,1.05,count
8317,5.5,4778,1.42,crews
8318,5.5,4779,1.15,david
8319,5.5,4780,1.99,democrats
8320,5.5,4781,1.2,doing
8321,5.5,4782,1.3,editions
8322,5.5,4783,1.47,effects
8323,5.5,4784,1.3,equivalent
8324,5.5,4785,1.39,eyed
8325,5.5,4786,1.43,faculty
8326,5.5,4787,1.74,feels
8327,5.5,4788,1.46,fellow
8328,5.5,4789,1.15,figure
8329,5.5,4790,1.98,finals
8330,5.5,4791,1.61,fm
8331,5.5,4792,1.39,footsteps
8332,5.5,4793,1.61,frequently
8333,5.5,4794,1.2,generation
8334,5.5,4795,1.25,genetic
8335,5.5,4796,1.3,glasses
8336,5.5,4797,1.04,halfway
8337,5.5,4798,0.93,handled
8338,5.5,4799,1.02,in
8339,5.5,4800,1.43,insure
8340,5.5,4801,1.25,investors
8341,5.5,4802,0.93,item
8342,5.5,4803,0.97,jack
8343,5.5,4804,0.97,jane
8344,5.5,4805,1.02,jones
8345,5.5,4806,1.28,leven
8346,5.5,4807,1.36,manifest
8347,5.5,4808,1.43,map
8348,5.5,4809,1.23,maria
8349,5.5,4810,1.09,melissa
8350,5.5,4811,0.93,minute
8351,5.5,4812,0.97,normally
8352,5.5,4813,1.84,pastor
8353,5.5,4814,0.99,patricia
8354,5.5,4815,1.2,pole
8355,5.5,4816,1.34,preface
8356,5.5,4817,1.36,prep
8357,5.5,4818,1.81,quiet
8358,5.5,4819,1.46,ran
8359,5.5,4820,1.43,rated
8360,5.5,4821,1.75,repertory
8361,5.5,4822,1.25,retailers
8362,5.5,4823,0.95,retain
8363,5.5,4824,1.52,rub
8364,5.5,4825,1.37,russia
8365,5.5,4826,1.25,settings
8366,5.5,4827,1.56,skin
8367,5.5,4828,1.61,sms
8368,5.5,4829,1.11,specifically
8369,5.5,4830,1.09,steven
8370,5.5,4831,1.18,stevie
8371,5.5,4832,1.46,texting
8372,5.5,4833,1.18,tie
8373,5.5,4834,1.33,transmission
8374,5.5,4835,0.97,unit
8375,5.5,4836,1.18,variation
8376,5.5,4837,1.52,vol
8377,5.5,4838,1.54,wanna
8378,5.5,4839,1.02,we're
8379,5.5,4840,1.18,wearing
8380,5.5,4841,1.31,westside
8381,5.5,4842,1.81,wild
8382,5.5,4843,1.39,womb
8383,5.5,4844,1.45,works
8384,5.5,4845,1.76,yankee
8385,5.49,4846,1.72,responsibilities
8386,5.49,4847,1.4,awaits
8387,5.49,4848,1.04,interface
8388,5.49,4849,1.31,mics
8389,5.49,4850,1.08,modified
8390,5.49,4851,1.37,remark
8391,5.49,4852,1.63,supervision
8392,5.49,4853,1.39,weave
8393,5.49,4854,1.73,flame
8394,5.49,4855,1.35,interpreted
8395,5.48,4856,1.11,11am
8396,5.48,4857,1.15,acts
8397,5.48,4858,1.05,actual
8398,5.48,4859,1.82,adviser
8399,5.48,4860,1.37,advisers
8400,5.48,4861,2.04,ahhh
8401,5.48,4862,1.16,alabama
8402,5.48,4863,0.81,along
8403,5.48,4864,1.52,announced
8404,5.48,4865,1.28,approached
8405,5.48,4866,1.57,attempted
8406,5.48,4867,1.63,ballin
8407,5.48,4868,1.15,beta
8408,5.48,4869,2.1,bling
8409,5.48,4870,1.34,canon
8410,5.48,4871,1.95,cheap
8411,5.48,4872,1.85,church
8412,5.48,4873,1.47,cincinnati
8413,5.48,4874,0.91,column
8414,5.48,4875,1.3,compound
8415,5.48,4876,1.4,concept
8416,5.48,4877,1.18,consultant
8417,5.48,4878,1.23,convention
8418,5.48,4879,1.54,coupe
8419,5.48,4880,1.07,cumulative
8420,5.48,4881,1.31,demo
8421,5.48,4882,1.25,donald
8422,5.48,4883,1.53,elements
8423,5.48,4884,1.33,encountered
8424,5.48,4885,1.47,everytime
8425,5.48,4886,1.15,exception
8426,5.48,4887,1.37,export
8427,5.48,4888,1.27,extensive
8428,5.48,4889,1.22,external
8429,5.48,4890,1.22,fb
8430,5.48,4891,1.37,felt
8431,5.48,4892,0.95,guild
8432,5.48,4893,1.61,habit
8433,5.48,4894,1.16,he'll
8434,5.48,4895,1.09,here
8435,5.48,4896,1.27,highway
8436,5.48,4897,1.23,holmes
8437,5.48,4898,1.66,ikea
8438,5.48,4899,0.95,indicate
8439,5.48,4900,0.95,janet
8440,5.48,4901,1.23,joan
8441,5.48,4902,1.74,jump
8442,5.48,4903,1.47,kate
8443,5.48,4904,1.54,katherine
8444,5.48,4905,1.61,katie
8445,5.48,4906,1.2,katy
8446,5.48,4907,1.47,korean
8447,5.48,4908,1.2,laurie
8448,5.48,4909,1.13,led
8449,5.48,4910,1.58,lei
8450,5.48,4911,1.45,longest
8451,5.48,4912,1.74,luna
8452,5.48,4913,1.2,madison
8453,5.48,4914,1.3,mark
8454,5.48,4915,1.63,may
8455,5.48,4916,0.99,methods
8456,5.48,4917,0.84,mixed
8457,5.48,4918,1.18,motor
8458,5.48,4919,1.25,naval
8459,5.48,4920,1.57,nicole
8460,5.48,4921,1.23,nose
8461,5.48,4922,1.43,oklahoma
8462,5.48,4923,1.33,ole
8463,5.48,4924,1.23,operates
8464,5.48,4925,1.33,palm
8465,5.48,4926,1.16,particles
8466,5.48,4927,1.49,pepper
8467,5.48,4928,1.8,physics
8468,5.48,4929,0.95,picking
8469,5.48,4930,1.52,portion
8470,5.48,4931,1.09,post
8471,5.48,4932,1.16,powell
8472,5.48,4933,1.23,predicted
8473,5.48,4934,0.99,quoted
8474,5.48,4935,1.73,remote
8475,5.48,4936,0.84,requested
8476,5.48,4937,1.27,roller
8477,5.48,4938,1.22,route
8478,5.48,4939,1.43,run
8479,5.48,4940,0.91,sally
8480,5.48,4941,1.13,sell
8481,5.48,4942,1.31,server
8482,5.48,4943,0.93,sessions
8483,5.48,4944,0.86,shape
8484,5.48,4945,1.13,spread
8485,5.48,4946,0.99,square
8486,5.48,4947,1.36,stephanie
8487,5.48,4948,1.22,surfaces
8488,5.48,4949,0.99,surname
8489,5.48,4950,0.97,tampa
8490,5.48,4951,1.59,township
8491,5.48,4952,1.47,trek
8492,5.48,4953,1.64,tried
8493,5.48,4954,1.55,truck
8494,5.48,4955,1.59,tweet
8495,5.48,4956,1.01,user
8496,5.48,4957,1.15,users
8497,5.48,4958,1.22,utility
8498,5.48,4959,1.23,vamos
8499,5.48,4960,0.89,wells
8500,5.47,4961,1.1,ceiling
8501,5.47,4962,1.66,dwell
8502,5.47,4963,1.66,elaborate
8503,5.47,4964,1.71,grip
8504,5.47,4965,1.08,halls
8505,5.47,4966,1.84,loaded
8506,5.47,4967,1.5,metabolism
8507,5.47,4968,1.42,spinning
8508,5.46,4969,0.89,alex
8509,5.46,4970,0.99,appeared
8510,5.46,4971,1.66,arlington
8511,5.46,4972,1.13,blogger
8512,5.46,4973,1.09,bricks
8513,5.46,4974,1.18,cam
8514,5.46,4975,0.84,caption
8515,5.46,4976,1.23,carries
8516,5.46,4977,1.03,carroll
8517,5.46,4978,1.73,cavalry
8518,5.46,4979,1.47,challenged
8519,5.46,4980,1.4,chi
8520,5.46,4981,1.53,chronicle
8521,5.46,4982,1.42,coalition
8522,5.46,4983,1.34,colonies
8523,5.46,4984,1.91,competitive
8524,5.46,4985,1.2,conducted
8525,5.46,4986,1.33,consisted
8526,5.46,4987,1.11,contract
8527,5.46,4988,1.72,developers
8528,5.46,4989,1.17,diameter
8529,5.46,4990,1.07,directed
8530,5.46,4991,1.11,distributed
8531,5.46,4992,1.66,domestic
8532,5.46,4993,1.11,dozen
8533,5.46,4994,1.4,enough
8534,5.46,4995,1.5,equation
8535,5.46,4996,1.54,expectations
8536,5.46,4997,1.34,explain
8537,5.46,4998,1.22,followed
8538,5.46,4999,1.72,fox
8539,5.46,5000,1.11,further
8540,5.46,5001,0.89,gears
8541,5.46,5002,1.93,guts
8542,5.46,5003,1.01,helen
8543,5.46,5004,1.23,index
8544,5.46,5005,1.45,instructions
8545,5.46,5006,1.05,jeffrey
8546,5.46,5007,1.99,jerry
8547,5.46,5008,1.58,lafayette
8548,5.46,5009,1.23,laid
8549,5.46,5010,1.01,let's
8550,5.46,5011,1.4,linked
8551,5.46,5012,0.86,list
8552,5.46,5013,1.36,local
8553,5.46,5014,1.31,loop
8554,5.46,5015,1.15,manufacturers
8555,5.46,5016,1.95,math
8556,5.46,5017,1.03,matthew
8557,5.46,5018,1.34,meeting
8558,5.46,5019,1.27,megan
8559,5.46,5020,1.68,mornin
8560,5.46,5021,1.49,needed
8561,5.46,5022,1.03,object
8562,5.46,5023,1.66,organ
8563,5.46,5024,1.27,particularly
8564,5.46,5025,1.55,philly
8565,5.46,5026,1.11,process
8566,5.46,5027,1.59,projects
8567,5.46,5028,1.15,pulls
8568,5.46,5029,0.91,quote
8569,5.46,5030,1.34,rebecca
8570,5.46,5031,1.34,reform
8571,5.46,5032,2.01,religious
8572,5.46,5033,1.09,richmond
8573,5.46,5034,0.93,sandra
8574,5.46,5035,1.49,segment
8575,5.46,5036,0.91,sent
8576,5.46,5037,0.93,series
8577,5.46,5038,1.31,serve
8578,5.46,5039,0.97,sharon
8579,5.46,5040,1.31,shipping
8580,5.46,5041,1.22,shoulder
8581,5.46,5042,1.33,stacks
8582,5.46,5043,0.97,statements
8583,5.46,5044,1.23,surrounding
8584,5.46,5045,1.53,therapy
8585,5.46,5046,1.16,thy
8586,5.46,5047,1.91,twitter
8587,5.46,5048,0.95,uno
8588,5.46,5049,0.93,vincent
8589,5.46,5050,1.27,watched
8590,5.46,5051,1.33,wide
8591,5.46,5052,1.05,william
8592,5.46,5053,1.32,dome
8593,5.46,5054,1.27,filter
8594,5.46,5055,1.13,notions
8595,5.46,5056,1.32,unfold
8596,5.45,5057,1.56,administered
8597,5.45,5058,1.47,furthermore
8598,5.45,5059,1.14,situations
8599,5.45,5060,1.46,sociology
8600,5.45,5061,1.23,subsequent
8601,5.45,5062,1.21,sway
8602,5.45,5063,1.34,wrists
8603,5.45,5064,1.32,drawers
8604,5.45,5065,1.46,undoubtedly
8605,5.44,5066,1.79,2nite
8606,5.44,5067,1.25,amp
8607,5.44,5068,1.3,anita
8608,5.44,5069,0.88,area
8609,5.44,5070,1.09,arthur
8610,5.44,5071,1.23,assigned
8611,5.44,5072,1.37,aug
8612,5.44,5073,1.4,axis
8613,5.44,5074,1.2,battery
8614,5.44,5075,0.99,beside
8615,5.44,5076,1.16,bob
8616,5.44,5077,1.28,brown
8617,5.44,5078,1.2,calculation
8618,5.44,5079,1.51,carolina
8619,5.44,5080,1.11,carried
8620,5.44,5081,1.23,centres
8621,5.44,5082,1.25,chair
8622,5.44,5083,0.93,charter
8623,5.44,5084,1.47,columbia
8624,5.44,5085,1.58,company
8625,5.44,5086,1.28,consist
8626,5.44,5087,1.61,cope
8627,5.44,5088,1.18,counter
8628,5.44,5089,1.37,curtains
8629,5.44,5090,1.39,deck
8630,5.44,5091,1.34,den
8631,5.44,5092,1.07,doors
8632,5.44,5093,1.09,earl
8633,5.44,5094,1.18,editors
8634,5.44,5095,1.03,evelyn
8635,5.44,5096,1.26,fisher
8636,5.44,5097,1.59,flow
8637,5.44,5098,1.28,georgia
8638,5.44,5099,0.81,i'd
8639,5.44,5100,1.49,imports
8640,5.44,5101,1.13,jay
8641,5.44,5102,1.01,joel
8642,5.44,5103,1.75,jordan
8643,5.44,5104,1.18,kong
8644,5.44,5105,1.54,lab
8645,5.44,5106,1.26,lateral
8646,5.44,5107,1.11,mass
8647,5.44,5108,0.99,meant
8648,5.44,5109,1.28,metal
8649,5.44,5110,1.43,mister
8650,5.44,5111,1.28,montana
8651,5.44,5112,1.59,moore
8652,5.44,5113,1.18,noche
8653,5.44,5114,1.25,nov
8654,5.44,5115,1.42,operating
8655,5.44,5116,1.21,overall
8656,5.44,5117,1.49,passes
8657,5.44,5118,1.74,passing
8658,5.44,5119,1.21,paul
8659,5.44,5120,0.84,phrase
8660,5.44,5121,1.59,possess
8661,5.44,5122,1.4,quantitative
8662,5.44,5123,1.11,recently
8663,5.44,5124,1.16,refers
8664,5.44,5125,1.05,represent
8665,5.44,5126,0.81,saw
8666,5.44,5127,1.18,search
8667,5.44,5128,1.03,sept
8668,5.44,5129,1.57,seventy
8669,5.44,5130,0.97,signal
8670,5.44,5131,1.3,solomon
8671,5.44,5132,0.91,stations
8672,5.44,5133,1.07,storage
8673,5.44,5134,0.84,street
8674,5.44,5135,1.03,subject
8675,5.44,5136,1.5,submit
8676,5.44,5137,1.4,surround
8677,5.44,5138,1.2,ten
8678,5.44,5139,1.16,tenants
8679,5.44,5140,1.36,thurs
8680,5.44,5141,0.86,tone
8681,5.44,5142,1.09,tongue
8682,5.44,5143,0.97,trunk
8683,5.44,5144,1.69,tweeted
8684,5.44,5145,1.03,versions
8685,5.44,5146,0.97,wagner
8686,5.44,5147,1.2,wax
8687,5.44,5148,0.79,wilson
8688,5.44,5149,1.58,worked
8689,5.44,5150,1.43,yen
8690,5.44,5151,1.53,zion
8691,5.44,5152,1.6,measurements
8692,5.44,5153,0.97,reactions
8693,5.43,5154,1.14,adjacent
8694,5.43,5155,1.04,bailar
8695,5.43,5156,1.34,kara
8696,5.43,5157,1.21,modes
8697,5.43,5158,1.46,proposition
8698,5.43,5159,1.24,remainder
8699,5.43,5160,1.44,steam
8700,5.42,5161,1.16,10am
8701,5.42,5162,1.26,again
8702,5.42,5163,1.03,also
8703,5.42,5164,1.25,ashley
8704,5.42,5165,1.64,aye
8705,5.42,5166,1.21,background
8706,5.42,5167,1.16,bailey
8707,5.42,5168,1.29,barrel
8708,5.42,5169,1.23,bedford
8709,5.42,5170,1.11,booth
8710,5.42,5171,1.26,bowl
8711,5.42,5172,1.39,businessman
8712,5.42,5173,1.03,calls
8713,5.42,5174,1.42,came
8714,5.42,5175,1.47,carolyn
8715,5.42,5176,1.5,category
8716,5.42,5177,0.84,centre
8717,5.42,5178,1.05,chip
8718,5.42,5179,1.07,com
8719,5.42,5180,1.39,comprehensive
8720,5.42,5181,1.82,compromise
8721,5.42,5182,1.36,conductor
8722,5.42,5183,1.37,course
8723,5.42,5184,1.68,crow
8724,5.42,5185,0.95,dennis
8725,5.42,5186,1.21,derived
8726,5.42,5187,1.25,duration
8727,5.42,5188,1.26,enzyme
8728,5.42,5189,1.01,ever
8729,5.42,5190,1.79,financial
8730,5.42,5191,0.84,floors
8731,5.42,5192,1.18,frances
8732,5.42,5193,0.97,gene
8733,5.42,5194,1.16,going
8734,5.42,5195,1.39,gotten
8735,5.42,5196,0.91,he
8736,5.42,5197,0.97,himself
8737,5.42,5198,1.68,hockey
8738,5.42,5199,0.84,hopkins
8739,5.42,5200,1.05,initial
8740,5.42,5201,1.03,inner
8741,5.42,5202,1.11,instance
8742,5.42,5203,1.03,jeanne
8743,5.42,5204,1.14,jeremy
8744,5.42,5205,1.34,jr
8745,5.42,5206,1.11,julia
8746,5.42,5207,1.18,julie
8747,5.42,5208,1.54,listenin
8748,5.42,5209,0.93,livingston
8749,5.42,5210,1.57,memphis
8750,5.42,5211,1.11,mentioned
8751,5.42,5212,1.54,mercury
8752,5.42,5213,1.07,mini
8753,5.42,5214,0.91,monthly
8754,5.42,5215,1.13,nine
8755,5.42,5216,0.99,note
8756,5.42,5217,1.46,nowadays
8757,5.42,5218,1.62,om
8758,5.42,5219,2.05,oprah
8759,5.42,5220,1.16,pasa
8760,5.42,5221,1.29,penn
8761,5.42,5222,1.05,peter
8762,5.42,5223,0.91,point
8763,5.42,5224,1.28,polls
8764,5.42,5225,1.58,presentation
8765,5.42,5226,0.95,primarily
8766,5.42,5227,1.68,ranks
8767,5.42,5228,1.47,references
8768,5.42,5229,1.21,resulting
8769,5.42,5230,1.14,riley
8770,5.42,5231,1.36,rolled
8771,5.42,5232,1.01,roof
8772,5.42,5233,1.29,sam
8773,5.42,5234,0.93,sean
8774,5.42,5235,1.31,secretary
8775,5.42,5236,1.25,select
8776,5.42,5237,1.14,signals
8777,5.42,5238,1.29,snl
8778,5.42,5239,1.47,spencer
8779,5.42,5240,0.99,state's
8780,5.42,5241,1.01,subjects
8781,5.42,5242,0.84,tables
8782,5.42,5243,1.03,tell
8783,5.42,5244,1.16,terry
8784,5.42,5245,1.49,theory
8785,5.42,5246,1.34,tom
8786,5.42,5247,0.88,topic
8787,5.42,5248,1.37,toss
8788,5.42,5249,1.54,treasury's
8789,5.42,5250,1.97,tweets
8790,5.42,5251,1.37,yorkers
8791,5.42,5252,1.31,you'll
8792,5.42,5253,1.4,calculated
8793,5.42,5254,1.41,configuration
8794,5.42,5255,1.44,inhabitants
8795,5.42,5256,1.66,statute
8796,5.41,5257,1.41,interlude
8797,5.41,5258,1.35,clerk
8798,5.41,5259,1.37,constitutes
8799,5.41,5260,1.21,cylinder
8800,5.41,5261,1.59,knocks
8801,5.41,5262,1.43,ratio
8802,5.41,5263,1.48,tissue
8803,5.41,5264,1.24,variables
8804,5.41,5265,1.1,vector
8805,5.41,5266,1.46,vols
8806,5.41,5267,1.79,whassup
8807,5.41,5268,0.93,width
8808,5.4,5269,1.62,absolute
8809,5.4,5270,1.21,ah
8810,5.4,5271,1.11,alison
8811,5.4,5272,1.14,anne
8812,5.4,5273,1.64,arabia
8813,5.4,5274,1.23,arkansas
8814,5.4,5275,1.09,boldface
8815,5.4,5276,1.37,cast
8816,5.4,5277,1.37,chamber
8817,5.4,5278,1.7,china
8818,5.4,5279,1.18,claimed
8819,5.4,5280,2.11,conquest
8820,5.4,5281,1.16,consecutive
8821,5.4,5282,1.03,daily
8822,5.4,5283,1.05,dana
8823,5.4,5284,1.2,definitions
8824,5.4,5285,0.97,distribution
8825,5.4,5286,1.36,dna
8826,5.4,5287,1.23,document
8827,5.4,5288,0.99,each
8828,5.4,5289,1.23,earlier
8829,5.4,5290,1.34,embassy
8830,5.4,5291,1.14,esp
8831,5.4,5292,0.99,estimate
8832,5.4,5293,1.62,fam
8833,5.4,5294,1.18,figured
8834,5.4,5295,1.18,fuel
8835,5.4,5296,1.71,gulf
8836,5.4,5297,1.01,headquarters
8837,5.4,5298,2.06,healthcare
8838,5.4,5299,1.5,hee
8839,5.4,5300,1.07,holds
8840,5.4,5301,0.73,inside
8841,5.4,5302,1.46,intent
8842,5.4,5303,1.14,jan
8843,5.4,5304,1.37,johnson
8844,5.4,5305,1.62,joseph
8845,5.4,5306,1.23,lah
8846,5.4,5307,1.34,lawrence
8847,5.4,5308,1.56,lick
8848,5.4,5309,1.31,lou
8849,5.4,5310,1.31,lung
8850,5.4,5311,1.21,main
8851,5.4,5312,1.01,malcolm
8852,5.4,5313,1.23,margaret
8853,5.4,5314,1.01,matter
8854,5.4,5315,1.53,mexican
8855,5.4,5316,1.77,ministers
8856,5.4,5317,1.05,mixtape
8857,5.4,5318,1.32,nancy
8858,5.4,5319,1.39,oakland
8859,5.4,5320,1.62,obedience
8860,5.4,5321,1.59,one
8861,5.4,5322,1.34,paula
8862,5.4,5323,1.36,picks
8863,5.4,5324,1.48,processes
8864,5.4,5325,1.09,putting
8865,5.4,5326,0.88,ranging
8866,5.4,5327,1.2,reminds
8867,5.4,5328,1.48,reorganization
8868,5.4,5329,0.88,represents
8869,5.4,5330,1.16,rien
8870,5.4,5331,1.4,riverdale
8871,5.4,5332,1.63,sarah
8872,5.4,5333,1.2,seen
8873,5.4,5334,1.26,statistical
8874,5.4,5335,1.25,stayed
8875,5.4,5336,1.07,stomach
8876,5.4,5337,1.09,string
8877,5.4,5338,2.25,sushi
8878,5.4,5339,1.23,tap
8879,5.4,5340,1.54,testament
8880,5.4,5341,1.07,thee
8881,5.4,5342,1.28,they'll
8882,5.4,5343,1.51,transfer
8883,5.4,5344,0.97,two
8884,5.4,5345,1.85,xxx
8885,5.4,5346,1.51,origins
8886,5.39,5347,1.37,actin
8887,5.39,5348,1.52,cielo
8888,5.39,5349,1.52,defence
8889,5.39,5350,1.26,dub
8890,5.39,5351,1.48,empirical
8891,5.39,5352,1.48,explicitly
8892,5.39,5353,1.95,jive
8893,5.39,5354,1.13,reprinted
8894,5.39,5355,1.47,spins
8895,5.38,5356,1.43,ahh
8896,5.38,5357,1.09,am
8897,5.38,5358,1.43,announcement
8898,5.38,5359,0.99,arms
8899,5.38,5360,1.19,baltimore
8900,5.38,5361,1.01,basis
8901,5.38,5362,1.6,butler
8902,5.38,5363,1.44,camino
8903,5.38,5364,1.31,carved
8904,5.38,5365,1.18,clark
8905,5.38,5366,1.56,coefficient
8906,5.38,5367,0.95,comp
8907,5.38,5368,1.48,control
8908,5.38,5369,1.07,copy
8909,5.38,5370,1.09,core
8910,5.38,5371,1.48,curriculum
8911,5.38,5372,1.35,dec
8912,5.38,5373,1.44,deemed
8913,5.38,5374,1.54,detective
8914,5.38,5375,1.24,different
8915,5.38,5376,1.7,doctrine
8916,5.38,5377,1.21,door
8917,5.38,5378,1.43,files
8918,5.38,5379,1.64,following
8919,5.38,5380,0.95,grams
8920,5.38,5381,1.43,hp
8921,5.38,5382,1.24,hudson
8922,5.38,5383,1.29,i'll
8923,5.38,5384,1.31,industry
8924,5.38,5385,1.54,items
8925,5.38,5386,0.97,jamie
8926,5.38,5387,1.44,jesse
8927,5.38,5388,1.38,latin
8928,5.38,5389,1.01,let
8929,5.38,5390,1.43,lite
8930,5.38,5391,1.37,lookin
8931,5.38,5392,1.26,machine
8932,5.38,5393,1.35,manner
8933,5.38,5394,1.26,mit
8934,5.38,5395,1.28,nelson
8935,5.38,5396,1.44,nitrogen
8936,5.38,5397,1.46,nucleus
8937,5.38,5398,1.03,official
8938,5.38,5399,1.95,overtime
8939,5.38,5400,1.1,personnel
8940,5.38,5401,1.43,pitching
8941,5.38,5402,1.29,projected
8942,5.38,5403,1.48,province
8943,5.38,5404,1.26,rope
8944,5.38,5405,0.9,said
8945,5.38,5406,1.19,second
8946,5.38,5407,2.05,securities
8947,5.38,5408,1.35,send
8948,5.38,5409,1.77,sensitivity
8949,5.38,5410,1.24,shall
8950,5.38,5411,1.64,soldiers
8951,5.38,5412,1.09,standards
8952,5.38,5413,1.41,statistically
8953,5.38,5414,1.12,steps
8954,5.38,5415,0.9,steve
8955,5.38,5416,1.71,tan
8956,5.38,5417,1.6,technical
8957,5.38,5418,1.32,text
8958,5.38,5419,1.35,thread
8959,5.38,5420,1.61,tierra
8960,5.38,5421,1.5,timbaland
